,batch_time,comp_time,comm_batch_start
0,8.127439975738525,6.05643892288208,1684108478.785767
1,7.955074787139893,6.024366140365601,1684108486.9496815
2,7.9310142993927,5.922818422317505,1684108494.8844526
3,8.026184320449829,5.907135486602783,1684108502.8683624
4,7.832465171813965,5.714645147323608,1684108510.7530713
5,7.868905544281006,5.923600673675537,1684108518.8423138
6,7.67336368560791,5.753854751586914,1684108526.715811
7,7.797924518585205,5.840651035308838,1684108534.5656748
8,7.881628513336182,5.622199296951294,1684108542.1974356
9,7.8163087368011475,5.685657262802124,1684108550.191114
10,7.92575216293335,5.5782740116119385,1684108557.9456587
11,7.85086989402771,5.531552076339722,1684108565.849979
12,7.7521140575408936,5.64111065864563,1684108573.925536
13,7.722472906112671,5.736561059951782,1684108581.8501508
14,7.682952642440796,5.703664541244507,1684108589.645052
15,7.811886787414551,5.863044500350952,1684108597.5171394
16,7.827377557754517,5.751487970352173,1684108605.2759671
17,7.784899950027466,5.51064658164978,1684108612.9187477
18,7.767842769622803,5.68074369430542,1684108620.8969083
19,7.840038537979126,5.500949382781982,1684108628.5193577
20,7.829779148101807,5.824245929718018,1684108636.7173228
21,7.821038007736206,5.825192451477051,1684108644.589758
22,7.796065092086792,5.696353435516357,1684108652.32235
23,7.792399644851685,5.858545541763306,1684108660.3487623
24,7.853640556335449,5.889366149902344,1684108668.25421
25,7.852836847305298,5.7837302684783936,1684108676.0996797
26,7.650320291519165,5.754559755325317,1684108684.0167801
27,7.8575239181518555,5.5580854415893555,1684108691.5053759
28,7.6543354988098145,5.732118606567383,1684108699.6853197
29,7.898577928543091,5.9236650466918945,1684108707.5926158
