,batch_time,comp_time,comm_batch_start
0,8.094709157943726,5.784263372421265,1684108478.5630102
1,7.9107701778411865,6.002937078475952,1684108486.963229
2,7.946544647216797,5.290098428726196,1684108494.1905482
3,7.977610111236572,5.997521162033081,1684108502.9436352
4,7.811115026473999,5.8513548374176025,1684108510.8855987
5,7.919301271438599,5.848877906799316,1684108518.7275045
6,7.732394456863403,5.8250572681427,1684108526.741091
7,7.825585603713989,5.558226823806763,1684108534.234344
8,7.913435935974121,5.304186105728149,1684108541.8486717
9,7.607328176498413,5.7075231075286865,1684108550.3882544
10,7.948379993438721,5.671820402145386,1684108558.0144799
11,7.794550180435181,5.8866355419158936,1684108566.2478106
12,7.771491527557373,5.743061065673828,1684108573.9446378
13,7.776025295257568,5.663940668106079,1684108581.6645355
14,7.699984073638916,5.723917484283447,1684108589.621311
15,7.840553045272827,5.773000478744507,1684108597.4147332
16,7.797756195068359,5.714306831359863,1684108605.2613244
17,7.773943185806274,5.649548053741455,1684108613.0511603
18,7.719837427139282,5.796687126159668,1684108621.0260687
19,7.768164157867432,5.74911904335022,1684108628.82834
20,7.772136449813843,5.708944082260132,1684108636.5948193
21,7.8184285163879395,5.47778058052063,1684108644.1943948
22,7.818114280700684,5.488448619842529,1684108652.080701
23,7.784415006637573,5.857212066650391,1684108660.3674357
24,7.75897479057312,5.829208135604858,1684108668.2603583
25,7.7872021198272705,5.810504674911499,1684108676.0945559
26,7.663526296615601,5.748693943023682,1684108683.9774723
27,7.758572340011597,5.7833263874053955,1684108691.797304
28,7.757537364959717,5.704231023788452,1684108699.5425987
29,7.861294507980347,5.6043806076049805,1684108707.2708526
