,batch_time,comp_time,comm_batch_start
0,7.998704195022583,6.022419691085815,1684108478.7713828
1,7.915569543838501,6.015208721160889,1684108486.9700892
2,7.92948317527771,6.01683783531189,1684108494.945232
3,7.926610231399536,6.012136459350586,1684108503.0299935
4,7.778045177459717,5.733135223388672,1684108510.7984233
5,7.8988049030303955,5.916760444641113,1684108518.8135183
6,7.807607412338257,5.634860992431641,1684108526.4742868
7,7.894333600997925,5.740167617797852,1684108534.4128842
8,7.835167646408081,5.795563697814941,1684108542.4294834
9,7.767746210098267,5.80086350440979,1684108550.329362
10,7.862744569778442,5.937391757965088,1684108558.335667
11,7.818729400634766,5.815112590789795,1684108566.1949527
12,7.671212911605835,5.6417412757873535,1684108573.9341507
13,7.67712140083313,5.692901611328125,1684108581.7929103
14,7.758413314819336,5.643346309661865,1684108589.506304
15,7.80480694770813,5.726953029632568,1684108597.4033227
16,7.678829669952393,5.784787178039551,1684108605.4509914
17,7.720015287399292,5.687437534332275,1684108613.1358173
18,7.762553453445435,5.718186855316162,1684108620.932692
19,7.808012962341309,5.434867858886719,1684108628.4682064
20,7.813113451004028,5.615192174911499,1684108636.4885118
21,7.846369981765747,5.582945108413696,1684108644.3021417
22,7.812997341156006,5.7105748653411865,1684108652.3245783
23,7.786976337432861,5.801968812942505,1684108660.3104148
24,7.823053598403931,5.670911550521851,1684108668.030847
25,7.847799301147461,5.812259674072266,1684108676.043133
26,7.742976188659668,5.727633953094482,1684108683.9074862
27,7.848650693893433,5.903786897659302,1684108691.8518963
28,7.767152547836304,5.735506057739258,1684108699.5807252
29,7.823617696762085,5.849602699279785,1684108707.551743
