,batch_time,comp_time,comm_batch_start
0,14.94078016281128,5.657092809677124,1684108715.5588884
1,7.65417742729187,5.732616424560547,1684108730.6990275
2,7.783468008041382,5.7879204750061035,1684108738.4827683
3,7.811685800552368,5.665666580200195,1684108746.2213225
4,7.764971733093262,5.789605379104614,1684108754.1939843
5,7.816236257553101,5.828513145446777,1684108762.0262692
6,7.774481534957886,5.713180780410767,1684108769.7956445
7,7.806538105010986,5.8524720668792725,1684108777.7453976
8,7.708894968032837,5.734086513519287,1684108785.5063097
9,7.833656072616577,5.853417873382568,1684108793.3661897
10,7.873039722442627,5.853314638137817,1684108801.278492
11,7.833851337432861,5.634629011154175,1684108808.9859068
12,7.749163389205933,5.7942054271698,1684108817.0221505
13,7.731017827987671,5.66939377784729,1684108824.7869742
14,7.764449834823608,5.826251983642578,1684108832.7289946
15,7.85272216796875,5.515505313873291,1684108840.2153316
16,7.771627426147461,5.846129655838013,1684108848.4556234
17,7.961209535598755,5.926167964935303,1684108856.3590407
18,7.831367015838623,5.814286470413208,1684108864.2633593
19,7.838131427764893,5.663838863372803,1684108871.98125
20,7.823795557022095,5.617915391921997,1684108879.8077104
21,7.847046136856079,5.610301971435547,1684108887.6864126
22,7.8426384925842285,5.77769923210144,1684108895.7784464
23,7.821488618850708,5.865283489227295,1684108903.7548952
24,7.747636556625366,5.789875507354736,1684108911.5677986
25,7.859743118286133,5.266972541809082,1684108918.8427658
26,7.728778123855591,5.650780439376831,1684108927.1559796
27,7.733265399932861,5.844498157501221,1684108935.153857
28,7.826859712600708,5.284173488616943,1684108942.3590715
29,7.721848726272583,5.811028718948364,1684108950.8485372
