,batch_time,comp_time,comm_batch_start
0,14.755219459533691,5.572672605514526,1684108715.6381874
1,7.751462459564209,5.761216402053833,1684108730.652127
2,7.807468414306641,5.8705902099609375,1684108738.5417564
3,7.73722767829895,5.796861410140991,1684108746.4196188
4,7.768520355224609,5.866534233093262,1684108754.2620041
5,7.832324743270874,5.76179051399231,1684108761.96638
6,7.789926528930664,5.7937023639678955,1684108769.8714547
7,7.740812540054321,5.812057971954346,1684108777.7908027
8,7.668091535568237,5.624933242797852,1684108785.4615004
9,7.808063268661499,5.6645824909210205,1684108793.1965337
10,7.956205129623413,5.62070369720459,1684108801.0138156
11,7.7216126918792725,5.6216230392456055,1684108809.0862067
12,7.767563343048096,5.762139558792114,1684108816.9905179
13,7.7377777099609375,5.7331249713897705,1684108824.864605
14,7.794625282287598,5.563145637512207,1684108832.4678438
15,7.789213418960571,5.821848392486572,1684108840.598862
16,7.720082521438599,5.776216983795166,1684108848.4250486
17,7.954903841018677,6.008584260940552,1684108856.462697
18,7.8875603675842285,5.74350380897522,1684108864.1748354
19,7.794249057769775,5.571574687957764,1684108871.9368596
20,7.851343393325806,5.870002269744873,1684108880.069414
21,7.762918949127197,5.678601264953613,1684108887.896168
22,7.846576452255249,5.8556694984436035,1684108895.8531973
23,7.796485900878906,5.825789451599121,1684108903.7170162
24,7.707652568817139,5.739382743835449,1684108911.5658863
25,7.690377473831177,5.783974647521973,1684108919.5325947
26,7.749773979187012,5.740487098693848,1684108927.2177536
27,7.700231552124023,5.691573858261108,1684108935.0585215
28,7.938422203063965,5.8273766040802,1684108942.912638
29,7.736570596694946,5.74156928062439,1684108950.7823465
