,batch_time,comp_time,comm_batch_start
0,7.988155841827393,5.996076583862305,1684108478.7702308
1,7.972192049026489,5.713825941085815,1684108486.6354363
2,7.810983419418335,5.839919805526733,1684108494.887535
3,7.959217309951782,5.857813119888306,1684108502.8381732
4,7.795025587081909,5.818874359130859,1684108510.8562229
5,7.917356252670288,5.887761116027832,1684108518.7627125
6,7.79008412361145,5.821561336517334,1684108526.677831
7,7.837305307388306,5.860733509063721,1684108534.5703406
8,7.902080059051514,5.778165102005005,1684108542.3566406
9,7.8147523403167725,5.757239103317261,1684108550.2720022
10,7.902395009994507,5.83903431892395,1684108558.2204485
11,7.869266510009766,5.691925048828125,1684108566.0097957
12,7.74994158744812,5.53927206993103,1684108573.7599237
13,7.797310829162598,5.8041698932647705,1684108581.8202055
14,7.75171422958374,5.410709857940674,1684108589.283288
15,7.782437086105347,5.779719114303589,1684108597.480954
16,7.826894998550415,5.897781133651733,1684108605.437005
17,7.748089075088501,5.793308973312378,1684108613.2028017
18,7.797658681869507,5.726608037948608,1684108620.9520812
19,7.727034091949463,5.796846866607666,1684108628.9088063
20,7.802424430847168,5.867330312728882,1684108636.7567005
21,7.875532388687134,5.58845329284668,1684108644.3143628
22,7.761999845504761,5.8485331535339355,1684108652.5124216
23,7.85437798500061,5.753011703491211,1684108660.2046077
24,7.821508884429932,5.841865062713623,1684108668.227253
25,7.74617862701416,5.643083333969116,1684108675.9581027
26,7.7207818031311035,5.737889766693115,1684108683.9369383
27,7.8555357456207275,5.8003249168396,1684108691.7592402
28,7.750237703323364,5.613138675689697,1684108699.4833088
29,7.711260557174683,5.782160043716431,1684108707.6058352
