,batch_time,comp_time,comm_batch_start
0,7.9828832149505615,5.896399974822998,1684108478.6302369
1,8.069751262664795,6.148208379745483,1684108486.9562216
2,7.798621892929077,5.886512756347656,1684108494.9356563
3,8.06442904472351,5.981574296951294,1684108502.8570518
4,7.757254600524902,5.791562795639038,1684108510.8660207
5,7.918500900268555,5.921807289123535,1684108518.7940547
6,7.750424385070801,5.725545167922974,1684108526.6239314
7,7.809930801391602,5.7710862159729,1684108534.4646287
8,7.927975654602051,5.266158580780029,1684108541.8224213
9,7.636412858963013,5.704872369766235,1684108550.3795261
10,7.904601573944092,5.967178583145142,1684108558.3483484
11,7.843407392501831,5.828440189361572,1684108566.1817234
12,7.721620798110962,5.6559858322143555,1684108573.8916566
13,7.725766658782959,5.707550525665283,1684108581.8390915
14,7.6899285316467285,5.742575168609619,1684108589.6600955
15,7.7272326946258545,5.660311222076416,1684108597.3838243
16,7.851818561553955,5.689721584320068,1684108605.2044032
17,7.742135286331177,5.784247398376465,1684108613.240583
18,7.716059923171997,5.823776006698608,1684108621.084473
19,7.761147975921631,5.677954435348511,1684108628.7640102
20,7.817885160446167,5.489978075027466,1684108636.364841
21,7.866943359375,5.726778984069824,1684108644.4435675
22,7.7830119132995605,5.791061162948608,1684108652.4267812
23,7.843711853027344,5.776677846908569,1684108660.216094
24,7.8097498416900635,5.7536399364471436,1684108668.1285267
25,7.774641513824463,5.8374550342559814,1684108676.1110241
26,7.736068487167358,5.749050140380859,1684108683.9501307
27,7.763193130493164,5.852001905441284,1684108691.8665278
28,7.796064615249634,5.679731607437134,1684108699.4919236
29,7.759064197540283,5.82045841217041,1684108707.5936034
