,batch_time,comp_time,comm_batch_start
0,8.030123710632324,5.729903936386108,1684108478.4136436
1,8.038476943969727,6.143906354904175,1684108486.9760332
2,7.954253196716309,5.592169523239136,1684108494.4961112
3,8.006670951843262,6.104249715805054,1684108503.0272574
4,7.837801456451416,5.766231060028076,1684108510.7789347
5,7.90815544128418,5.874829292297363,1684108518.750746
6,7.806718826293945,5.652040719985962,1684108526.4936628
7,7.719529628753662,5.760962724685669,1684108534.5695841
8,7.888596057891846,5.813050270080566,1684108542.396137
9,7.786027431488037,5.754757642745972,1684108550.2645297
10,7.829255104064941,5.923425912857056,1684108558.355105
11,7.882730484008789,5.687935829162598,1684108566.0023568
12,7.756489276885986,5.74519944190979,1684108573.9750664
13,7.760569095611572,5.5406653881073,1684108581.6045136
14,7.72527003288269,5.790323495864868,1684108589.6703372
15,7.796598434448242,5.664483308792114,1684108597.3240232
16,7.85230016708374,5.8234522342681885,1684108605.3363857
17,7.661949872970581,5.745676517486572,1684108613.235154
18,7.782232999801636,5.403819799423218,1684108620.6063333
19,7.825620412826538,5.612860441207886,1684108628.6465447
20,7.79609751701355,5.730841398239136,1684108636.608795
21,7.860654592514038,5.80701208114624,1684108644.5213833
22,7.767575263977051,5.800050497055054,1684108652.447656
23,7.812867879867554,5.7695348262786865,1684108660.213719
24,7.799042701721191,5.697634220123291,1684108668.0690677
25,7.834329128265381,5.733492851257324,1684108675.9694126
26,7.756049633026123,5.703856706619263,1684108683.8837755
27,7.816986083984375,5.739514112472534,1684108691.6932068
28,7.774916172027588,5.725101709365845,1684108699.5624712
29,7.863660573959351,5.7410218715667725,1684108707.4342632
