,batch_time,comp_time,comm_batch_start
0,15.045213222503662,5.759559392929077,1684108715.595005
1,7.687057733535767,5.653353691101074,1684108730.6188884
2,7.663698673248291,5.73204231262207,1684108738.5790203
3,7.760606050491333,5.7022178173065186,1684108746.3178737
4,7.633878707885742,5.689916610717773,1684108754.2431495
5,7.758335590362549,5.795828342437744,1684108762.0914574
6,7.803610324859619,5.829352378845215,1684108769.9051955
7,7.751920223236084,5.820531368255615,1684108777.7756999
8,7.75382399559021,5.5665106773376465,1684108785.3087983
9,7.79189920425415,5.5571606159210205,1684108793.1571834
10,7.922806024551392,5.880510568618774,1684108801.359449
11,7.594223499298096,5.604201316833496,1684108809.265001
12,7.611953020095825,5.6868109703063965,1684108817.0821767
13,7.765831470489502,5.818259239196777,1684108824.936191
14,7.909788131713867,5.72165846824646,1684108832.6789649
15,7.554991245269775,5.6357152462005615,1684108840.615851
16,7.869930267333984,5.837242841720581,1684108848.4169466
17,7.837700843811035,5.8878233432769775,1684108856.4585645
18,7.830417156219482,5.781630277633667,1684108864.32131
19,7.681825637817383,5.630336046218872,1684108872.1868176
20,7.866797208786011,5.653262376785278,1684108880.0096152
21,7.704235553741455,5.742775917053223,1684108887.9961662
22,7.765673875808716,5.821105480194092,1684108895.9222689
23,7.7399187088012695,5.821707487106323,1684108903.7903957
24,7.799178123474121,5.814212799072266,1684108911.570529
25,7.8597939014434814,5.7570273876190186,1684108919.3767943
26,7.677383899688721,5.727203845977783,1684108927.29501
27,7.759908437728882,5.826834678649902,1684108935.132803
28,7.838691473007202,5.789353847503662,1684108942.954476
29,7.750612020492554,5.619652032852173,1684108950.656404
